235,236, Car,482.49,20.244247,37.980626,23.735087,36.0566,0.0252,0.0434,131.8
236,237, Car,211.29,13.779575,37.97841,23.735525,29.4376,0.0862,-0.0068,132.2
237,238, Motorcycle,343.75,13.749898,37.980638,23.735119,39.3136,-0.0248,-0.0187,132.4
238,239, Motorcycle,488.19,42.657813,37.980599,23.735045,52.6179,0.2754,-0.0169,133.0
239,240, Car,360.16,15.435314,37.978415,23.735533,28.4925,0.0077,0.008,134.4
240,241, Car,28.53,14.26636,37.977632,23.737408,13.394,-0.0274,0.0513,134.8
241,242, Taxi,480.45,19.654934,37.980627,23.735082,42.1398,0.2619,0.0248,136.0
242,243, Car,27.04,15.701965,37.977624,23.737409,18.2058,0.0029,0.2272,136.8
243,244, Car,19.14,0.101884,37.978399,23.735543,18.6213,0.1907,-0.0394,142.6
244,245, Medium Vehicle,256.94,11.171377,37.978419,23.735545,23.8441,-0.0417,-0.0212,145.8
245,246, Car,172.4,19.155583,37.978541,23.738212,15.585,-0.0776,-0.1244,149.4
246,247, Motorcycle,51.08,28.732618,37.980605,23.735023,59.4986,0.7237,-0.0137,158.0
247,248, Motorcycle,481.24,40.860291,37.98059,23.735033,41.8241,0.2679,-0.1232,159.6
248,249, Car,53.34,21.820931,37.980634,23.735118,39.8245,0.2623,-0.1105,160.6
249,250, Motorcycle,125.41,15.252951,37.978453,23.737985,19.6091,0.4192,0.0096,161.6
250,251, Taxi,458.55,37.517679,37.980595,23.735024,36.1294,0.5362,0.0206,162.0
251,252, Motorcycle,37.54,12.993423,37.979419,23.737522,10.8153,-0.2793,-0.2804,162.4
252,253, Motorcycle,454.48,42.386647,37.980636,23.735102,46.7745,0.7808,-0.0339,162.8
253,254, Motorcycle,453.86,41.681178,37.980603,23.735032,45.9207,0.0685,-0.0698,164.4
254,255, Car,480.96,31.254021,37.980605,23.735059,27.8798,-0.0647,0.0102,164.6
255,256, Heavy Vehicle,482.5,28.569004,37.980626,23.735092,24.5682,0.0409,0.0048,165.2
256,257, Car,454.28,38.93863,37.980614,23.735054,35.6038,0.1425,0.0251,167.0
257,258, Taxi,454.22,33.101076,37.980592,23.735026,31.4537,0.0969,-0.0306,167.6
258,259, Motorcycle,489.69,36.57461,37.980613,23.735048,38.5675,0.2348,-0.0365,168.2
259,260, Car,52.24,28.496744,37.980651,23.73511,40.1903,0.1685,-0.0048,168.4
260,261, Heavy Vehicle,95.09,12.31368,37.980543,23.734924,26.5009,0.1444,-0.0468,168.8
261,262, Car,483.21,28.331305,37.980627,23.735086,32.0867,0.1549,0.0063,169.2
262,263, Taxi,457.62,33.214697,37.980586,23.735046,43.8897,0.4044,-0.0061,170.4
263,264, Car,460.09,32.604466,37.980611,23.735059,41.6588,0.2571,0.0111,170.6
264,265, Car,485.63,34.965644,37.98063,23.735121,42.871,0.3742,0.0714,170.8
265,266, Car,463.06,31.813042,37.980622,23.735083,35.2884,0.137,-0.0201,171.6
266,267, Motorcycle,199.78,22.061939,37.980038,23.736911,28.4494,0.0268,-0.1801,172.6
267,268, Taxi,102.89,26.458017,37.980591,23.735027,39.4306,0.4123,-0.0571,173.8
268,269, Car,478.59,37.45476,37.980631,23.735105,41.7589,0.0143,0.0483,174.2
269,270, Car,481.36,23.544831,37.980612,23.735062,55.0938,0.5842,-0.006,175.0
270,271, Motorcycle,485.61,40.65554,37.980582,23.735042,59.0616,0.4354,0.0501,176.4
271,272, Car,284.07,15.448051,37.980599,23.735061,47.3419,0.1966,-0.0009,176.8
272,273, Car,210.5,16.261862,37.978409,23.735524,35.6669,0.2494,-0.0163,177.6
273,274, Motorcycle,100.78,14.511744,37.977618,23.737428,11.6636,-0.187,0.0464,177.8
274,275, Car,482.48,40.393771,37.980594,23.735037,62.463,0.2784,-0.0248,179.4
275,276, Motorcycle,452.49,26.021697,37.98061,23.735057,43.8119,-0.0958,-0.0782,179.6
276,277, Car,198.64,23.997212,37.980035,23.73689,21.1737,-0.218,-0.0644,180.0
277,278, Motorcycle,87.37,18.287492,37.977613,23.737436,18.0297,-0.2542,0.2295,182.8
278,279, Motorcycle,55.07,13.216367,37.977187,23.737745,4.8675,-0.2851,0.0079,185.2
279,280, Taxi,199.6,26.613805,37.980037,23.736897,25.1774,-0.1238,-0.0108,185.2
280,281, Motorcycle,46.91,3.377796,37.977618,23.737407,7.8342,-0.0035,0.1706,194.4
